total_pop,fecha,provincia,tot_casosconf,nue_casosconf
992595,18/05/2020,Corrientes,8362,-1
992595,19/05/2020,Corrientes,8795,0
992595,20/05/2020,Corrientes,9281,0
992595,21/05/2020,Corrientes,9923,0
992595,22/05/2020,Corrientes,10636,0
992595,23/05/2020,Corrientes,11344,0
992595,24/05/2020,Corrientes,12068,0
992595,25/05/2020,Corrientes,12621,0
992595,26/05/2020,Corrientes,13214,0
992595,27/05/2020,Corrientes,13920,2
992595,28/05/2020,Corrientes,14687,1
992595,29/05/2020,Corrientes,15405,6
992595,30/05/2020,Corrientes,16200,0
992595,31/05/2020,Corrientes,16842,1
992595,1/06/2020,Corrientes,17386,6
992595,2/06/2020,Corrientes,18307,2
992595,3/06/2020,Corrientes,19236,0
992595,4/06/2020,Corrientes,20182,0
992595,5/06/2020,Corrientes,21022,0
992595,6/06/2020,Corrientes,21991,0
992595,7/06/2020,Corrientes,22777,0
992595,8/06/2020,Corrientes,23606,0
992595,9/06/2020,Corrientes,24737,1
992595,10/06/2020,Corrientes,25957,0
992595,11/06/2020,Corrientes,27336,3
992595,12/06/2020,Corrientes,28735,0
992595,13/06/2020,Corrientes,30237,1
992595,14/06/2020,Corrientes,31526,2
992595,15/06/2020,Corrientes,32767,1
992595,16/06/2020,Corrientes,34096,1
992595,17/06/2020,Corrientes,35516,2
992595,18/06/2020,Corrientes,37439,1
992595,19/06/2020,Corrientes,39490,5
992595,20/06/2020,Corrientes,41144,1
992595,21/06/2020,Corrientes,42728,0
992595,22/06/2020,Corrientes,44883,0
992595,23/06/2020,Corrientes,47104,0
992595,24/06/2020,Corrientes,49732,0
992595,25/06/2020,Corrientes,52343,0
992595,26/06/2020,Corrientes,55211,0
992595,27/06/2020,Corrientes,57684,1
992595,28/06/2020,Corrientes,59878,0
992595,29/06/2020,Corrientes,62192,2
992595,30/06/2020,Corrientes,64475,0
992595,1/07/2020,Corrientes,67123,1
992595,2/07/2020,Corrientes,69859,0
992595,3/07/2020,Corrientes,72683,0
992595,4/07/2020,Corrientes,75273,0
992595,5/07/2020,Corrientes,77775,1
992595,6/07/2020,Corrientes,80348,1
992595,7/07/2020,Corrientes,83295,1
992595,8/07/2020,Corrientes,86882,4
992595,9/07/2020,Corrientes,90546,0
992595,10/07/2020,Corrientes,93940,0
530162,12/06/2020,Formosa,28740,1
530162,13/06/2020,Formosa,30265,26
530162,14/06/2020,Formosa,31547,6
530162,15/06/2020,Formosa,32769,0
530162,16/06/2020,Formosa,34108,0
530162,17/06/2020,Formosa,35521,0
530162,18/06/2020,Formosa,37449,4
530162,19/06/2020,Formosa,39494,0
530162,20/06/2020,Formosa,41165,2
530162,21/06/2020,Formosa,42738,0
530162,22/06/2020,Formosa,44899,0
530162,23/06/2020,Formosa,47127,6
530162,24/06/2020,Formosa,49756,0
530162,25/06/2020,Formosa,52360,0
530162,26/06/2020,Formosa,55255,25
530162,27/06/2020,Formosa,57696,0
530162,28/06/2020,Formosa,59902,0
530162,29/06/2020,Formosa,62197,0
530162,30/06/2020,Formosa,64481,0
530162,1/07/2020,Formosa,67136,4
530162,2/07/2020,Formosa,69874,1
530162,3/07/2020,Formosa,72694,0
530162,4/07/2020,Formosa,75278,0
530162,5/07/2020,Formosa,77781,0
530162,6/07/2020,Formosa,80353,0
530162,7/07/2020,Formosa,83305,0
530162,8/07/2020,Formosa,86893,0
530162,9/07/2020,Formosa,90567,0
530162,10/07/2020,Formosa,93965,0
1235994,17/03/2020,Entre Ríos,81,1
1235994,18/03/2020,Entre Ríos,101,1
1235994,20/03/2020,Entre Ríos,157,2
1235994,25/03/2020,Entre Ríos,477,3
1235994,27/03/2020,Entre Ríos,679,3
1235994,30/03/2020,Entre Ríos,956,3
1235994,1/04/2020,Entre Ríos,1095,1
1235994,2/04/2020,Entre Ríos,1216,2
1235994,3/04/2020,Entre Ríos,1340,2
1235994,5/04/2020,Entre Ríos,1523,1
1235994,7/04/2020,Entre Ríos,1695,1
1235994,9/04/2020,Entre Ríos,1891,1
1235994,16/04/2020,Entre Ríos,2642,1
1235994,26/04/2020,Entre Ríos,3892,1
1235994,1/05/2020,Entre Ríos,4518,2
1235994,3/05/2020,Entre Ríos,4782,2
1235994,5/05/2020,Entre Ríos,5020,1
1235994,13/05/2020,Entre Ríos,6873,1
1235994,14/05/2020,Entre Ríos,7128,1
1235994,15/05/2020,Entre Ríos,7461,-1
1235994,16/05/2020,Entre Ríos,7798,0
1235994,17/05/2020,Entre Ríos,8065,0
1235994,18/05/2020,Entre Ríos,8362,0
1235994,19/05/2020,Entre Ríos,8795,0
1235994,20/05/2020,Entre Ríos,9281,0
1235994,21/05/2020,Entre Ríos,9923,0
1235994,22/05/2020,Entre Ríos,10636,0
1235994,23/05/2020,Entre Ríos,11344,0
1235994,24/05/2020,Entre Ríos,12068,0
1235994,25/05/2020,Entre Ríos,12621,0
1235994,26/05/2020,Entre Ríos,13214,0
1235994,27/05/2020,Entre Ríos,13920,0
1235994,28/05/2020,Entre Ríos,14688,1
1235994,29/05/2020,Entre Ríos,15405,0
1235994,30/05/2020,Entre Ríos,16201,1
1235994,31/05/2020,Entre Ríos,16842,0
1235994,1/06/2020,Entre Ríos,17386,0
1235994,2/06/2020,Entre Ríos,18309,2
1235994,3/06/2020,Entre Ríos,19238,2
1235994,4/06/2020,Entre Ríos,20182,0
1235994,5/06/2020,Entre Ríos,21026,4
1235994,6/06/2020,Entre Ríos,22001,10
1235994,7/06/2020,Entre Ríos,22779,2
1235994,8/06/2020,Entre Ríos,23608,2
1235994,9/06/2020,Entre Ríos,24739,2
1235994,10/06/2020,Entre Ríos,25961,4
1235994,11/06/2020,Entre Ríos,27342,6
1235994,12/06/2020,Entre Ríos,28739,4
1235994,13/06/2020,Entre Ríos,30239,2
1235994,14/06/2020,Entre Ríos,31541,15
1235994,15/06/2020,Entre Ríos,32769,2
1235994,16/06/2020,Entre Ríos,34108,12
1235994,17/06/2020,Entre Ríos,35521,5
1235994,18/06/2020,Entre Ríos,37445,6
1235994,19/06/2020,Entre Ríos,39494,4
1235994,20/06/2020,Entre Ríos,41163,19
1235994,21/06/2020,Entre Ríos,42738,10
1235994,22/06/2020,Entre Ríos,44899,16
1235994,23/06/2020,Entre Ríos,47121,17
1235994,24/06/2020,Entre Ríos,49756,24
1235994,25/06/2020,Entre Ríos,52360,17
1235994,26/06/2020,Entre Ríos,55230,19
1235994,27/06/2020,Entre Ríos,57696,12
1235994,28/06/2020,Entre Ríos,59902,24
1235994,29/06/2020,Entre Ríos,62197,5
1235994,30/06/2020,Entre Ríos,64481,6
1235994,1/07/2020,Entre Ríos,67132,9
1235994,2/07/2020,Entre Ríos,69873,14
1235994,3/07/2020,Entre Ríos,72694,11
1235994,4/07/2020,Entre Ríos,75278,5
1235994,5/07/2020,Entre Ríos,77781,6
1235994,6/07/2020,Entre Ríos,80353,5
1235994,7/07/2020,Entre Ríos,83305,10
1235994,8/07/2020,Entre Ríos,86893,11
1235994,9/07/2020,Entre Ríos,90567,21
1235994,10/07/2020,Entre Ríos,93965,25
432310,9/03/2020,San Luis,13,2
432310,25/03/2020,San Luis,474,4
432310,26/03/2020,San Luis,590,0
432310,1/04/2020,San Luis,1112,1
432310,2/04/2020,San Luis,1227,2
432310,3/04/2020,San Luis,1345,1
432310,6/04/2020,San Luis,1608,1
432310,4/07/2020,San Luis,75366,1
432310,5/07/2020,San Luis,77809,0
432310,6/07/2020,San Luis,80437,0
432310,7/07/2020,San Luis,83416,0
432310,8/07/2020,San Luis,87007,0
432310,9/07/2020,San Luis,90673,0
432310,10/07/2020,San Luis,94048,0
880543,17/03/2020,Jujuy,78,1
880543,26/03/2020,Jujuy,587,2
880543,2/04/2020,Jujuy,1218,2
880543,28/05/2020,Jujuy,14689,1
880543,29/05/2020,Jujuy,15405,0
880543,30/05/2020,Jujuy,16201,0
880543,31/05/2020,Jujuy,16842,0
880543,1/06/2020,Jujuy,17386,0
880543,2/06/2020,Jujuy,18309,0
880543,3/06/2020,Jujuy,19238,0
880543,4/06/2020,Jujuy,20182,0
880543,5/06/2020,Jujuy,21026,0
880543,6/06/2020,Jujuy,22001,0
880543,7/06/2020,Jujuy,22779,0
880543,8/06/2020,Jujuy,23608,0
880543,9/06/2020,Jujuy,24741,2
880543,10/06/2020,Jujuy,25961,0
880543,11/06/2020,Jujuy,27342,0
880543,12/06/2020,Jujuy,28740,0
880543,13/06/2020,Jujuy,30265,0
880543,14/06/2020,Jujuy,31547,0
880543,15/06/2020,Jujuy,32769,0
880543,16/06/2020,Jujuy,34108,0
880543,17/06/2020,Jujuy,35522,1
880543,18/06/2020,Jujuy,37452,3
880543,19/06/2020,Jujuy,39495,1
880543,20/06/2020,Jujuy,41165,0
880543,21/06/2020,Jujuy,42738,0
880543,22/06/2020,Jujuy,44901,2
880543,23/06/2020,Jujuy,47130,3
880543,24/06/2020,Jujuy,49782,26
880543,25/06/2020,Jujuy,52361,1
880543,26/06/2020,Jujuy,55282,27
880543,27/06/2020,Jujuy,57699,3
880543,28/06/2020,Jujuy,59902,0
880543,29/06/2020,Jujuy,62213,16
880543,30/06/2020,Jujuy,64487,6
880543,1/07/2020,Jujuy,67153,17
880543,2/07/2020,Jujuy,69888,14
880543,3/07/2020,Jujuy,72714,20
880543,4/07/2020,Jujuy,75292,14
880543,5/07/2020,Jujuy,77782,1
880543,6/07/2020,Jujuy,80382,29
880543,7/07/2020,Jujuy,83335,30
880543,8/07/2020,Jujuy,86931,38
880543,9/07/2020,Jujuy,90619,52
880543,10/07/2020,Jujuy,93988,23
1101593,27/03/2020,Misiones,692,1
1101593,29/03/2020,Misiones,821,1
1101593,31/03/2020,Misiones,1024,1
1101593,17/04/2020,Misiones,2749,1
1101593,18/04/2020,Misiones,2831,1
1101593,24/04/2020,Misiones,3591,1
1101593,27/04/2020,Misiones,3986,2
1101593,29/04/2020,Misiones,4276,4
1101593,2/05/2020,Misiones,4658,12
1101593,3/05/2020,Misiones,4767,0
1101593,4/05/2020,Misiones,4876,1
1101593,11/05/2020,Misiones,6264,1
1101593,13/05/2020,Misiones,6872,-1
1101593,14/05/2020,Misiones,7128,0
1101593,15/05/2020,Misiones,7461,0
1101593,16/05/2020,Misiones,7798,0
1101593,17/05/2020,Misiones,8066,0
1101593,18/05/2020,Misiones,8364,0
1101593,19/05/2020,Misiones,8797,0
1101593,20/05/2020,Misiones,9281,0
1101593,21/05/2020,Misiones,9923,0
1101593,22/05/2020,Misiones,10636,0
1101593,23/05/2020,Misiones,11344,0
1101593,24/05/2020,Misiones,12068,0
1101593,25/05/2020,Misiones,12621,0
1101593,26/05/2020,Misiones,13214,0
1101593,27/05/2020,Misiones,13920,0
1101593,28/05/2020,Misiones,14691,2
1101593,29/05/2020,Misiones,15405,0
1101593,30/05/2020,Misiones,16204,0
1101593,31/05/2020,Misiones,16843,1
1101593,1/06/2020,Misiones,17394,0
1101593,2/06/2020,Misiones,18309,0
1101593,3/06/2020,Misiones,19239,1
1101593,4/06/2020,Misiones,20184,2
1101593,5/06/2020,Misiones,21027,0
1101593,6/06/2020,Misiones,22002,2
1101593,7/06/2020,Misiones,22783,3
1101593,8/06/2020,Misiones,23609,0
1101593,9/06/2020,Misiones,24742,0
1101593,10/06/2020,Misiones,25961,0
1101593,11/06/2020,Misiones,27344,1
1101593,12/06/2020,Misiones,28742,0
1101593,13/06/2020,Misiones,30265,0
1101593,14/06/2020,Misiones,31555,0
1101593,15/06/2020,Misiones,32770,1
1101593,16/06/2020,Misiones,34111,0
1101593,17/06/2020,Misiones,35523,0
1101593,18/06/2020,Misiones,37455,0
1101593,19/06/2020,Misiones,39498,0
1101593,20/06/2020,Misiones,41170,0
1101593,21/06/2020,Misiones,42743,0
1101593,22/06/2020,Misiones,44904,0
1101593,23/06/2020,Misiones,47139,0
1101593,24/06/2020,Misiones,49798,0
1101593,25/06/2020,Misiones,52365,1
1101593,26/06/2020,Misiones,55286,0
1101593,27/06/2020,Misiones,57706,0
1101593,28/06/2020,Misiones,59908,0
1101593,29/06/2020,Misiones,62219,1
1101593,30/06/2020,Misiones,64495,0
1101593,1/07/2020,Misiones,67161,0
1101593,2/07/2020,Misiones,69893,0
1101593,3/07/2020,Misiones,72720,0
1101593,4/07/2020,Misiones,75301,0
1101593,5/07/2020,Misiones,77795,0
1101593,6/07/2020,Misiones,80393,2
1101593,7/07/2020,Misiones,83361,0
1101593,8/07/2020,Misiones,86967,0
1101593,9/07/2020,Misiones,90631,0
1101593,10/07/2020,Misiones,94006,0
2250301,19/03/2020,Tucumán,128,1
2250301,21/03/2020,Tucumán,226,1
2250301,22/03/2020,Tucumán,266,5
2250301,25/03/2020,Tucumán,482,2
2250301,27/03/2020,Tucumán,667,6
2250301,29/03/2020,Tucumán,821,0
2250301,30/03/2020,Tucumán,967,0
2250301,31/03/2020,Tucumán,1055,1
2250301,1/04/2020,Tucumán,1134,1
2250301,2/04/2020,Tucumán,1266,4
2250301,3/04/2020,Tucumán,1354,0
2250301,4/04/2020,Tucumán,1452,1
2250301,6/04/2020,Tucumán,1628,5
2250301,7/04/2020,Tucumán,1716,1
2250301,8/04/2020,Tucumán,1796,0
2250301,9/04/2020,Tucumán,1894,1
2250301,11/04/2020,Tucumán,2142,1
2250301,20/04/2020,Tucumán,3031,1
2250301,22/04/2020,Tucumán,3287,3
2250301,26/04/2020,Tucumán,3781,1
2250301,28/04/2020,Tucumán,4127,1
2250301,30/04/2020,Tucumán,4427,2
2250301,4/05/2020,Tucumán,4886,3
2250301,11/05/2020,Tucumán,6278,1
2250301,12/05/2020,Tucumán,6563,0
2250301,13/05/2020,Tucumán,6878,0
2250301,14/05/2020,Tucumán,7133,0
2250301,15/05/2020,Tucumán,7478,0
2250301,16/05/2020,Tucumán,7805,0
2250301,17/05/2020,Tucumán,8068,0
2250301,18/05/2020,Tucumán,8371,0
2250301,19/05/2020,Tucumán,8809,0
2250301,20/05/2020,Tucumán,9285,0
2250301,21/05/2020,Tucumán,9930,1
2250301,22/05/2020,Tucumán,10648,0
2250301,23/05/2020,Tucumán,11352,3
2250301,24/05/2020,Tucumán,12075,-1
2250301,25/05/2020,Tucumán,12627,2
2250301,26/05/2020,Tucumán,13226,0
2250301,27/05/2020,Tucumán,13932,0
2250301,28/05/2020,Tucumán,14701,0
2250301,29/05/2020,Tucumán,15419,0
2250301,30/05/2020,Tucumán,16214,1
2250301,31/05/2020,Tucumán,16851,0
2250301,1/06/2020,Tucumán,17415,0
2250301,2/06/2020,Tucumán,18319,0
2250301,3/06/2020,Tucumán,19268,0
2250301,4/06/2020,Tucumán,20197,0
2250301,5/06/2020,Tucumán,21037,0
2250301,6/06/2020,Tucumán,22020,0
2250301,7/06/2020,Tucumán,22794,0
2250301,8/06/2020,Tucumán,23621,0
2250301,9/06/2020,Tucumán,24763,0
2250301,10/06/2020,Tucumán,25988,0
2250301,11/06/2020,Tucumán,27374,0
2250301,12/06/2020,Tucumán,28765,1
2250301,13/06/2020,Tucumán,30295,1
2250301,14/06/2020,Tucumán,31577,6
2250301,15/06/2020,Tucumán,32785,0
2250301,16/06/2020,Tucumán,34159,0
2250301,17/06/2020,Tucumán,35552,1
2250301,18/06/2020,Tucumán,37510,1
2250301,19/06/2020,Tucumán,39570,0
2250301,20/06/2020,Tucumán,41204,0
2250301,21/06/2020,Tucumán,42785,0
2250301,22/06/2020,Tucumán,44931,1
2250301,23/06/2020,Tucumán,47216,0
2250301,24/06/2020,Tucumán,49851,10
2250301,25/06/2020,Tucumán,52457,1
2250301,26/06/2020,Tucumán,55343,1
2250301,27/06/2020,Tucumán,57744,1
2250301,28/06/2020,Tucumán,59933,0
2250301,29/06/2020,Tucumán,62268,0
2250301,30/06/2020,Tucumán,64530,0
2250301,1/07/2020,Tucumán,67197,7
2250301,2/07/2020,Tucumán,69941,0
2250301,3/07/2020,Tucumán,72786,2
2250301,4/07/2020,Tucumán,75376,1
2250301,5/07/2020,Tucumán,77815,3
2250301,6/07/2020,Tucumán,80447,0
2250301,7/07/2020,Tucumán,83426,0
2250301,8/07/2020,Tucumán,87030,1
2250301,9/07/2020,Tucumán,90693,1
2250301,10/07/2020,Tucumán,94060,2
127205,15/03/2020,Tierra del Fuego,59,1
127205,20/03/2020,Tierra del Fuego,155,1
127205,21/03/2020,Tierra del Fuego,220,3
127205,24/03/2020,Tierra del Fuego,381,4
127205,25/03/2020,Tierra del Fuego,480,1
127205,26/03/2020,Tierra del Fuego,582,3
127205,28/03/2020,Tierra del Fuego,741,4
127205,29/03/2020,Tierra del Fuego,814,4
127205,30/03/2020,Tierra del Fuego,943,11
127205,31/03/2020,Tierra del Fuego,1054,7
127205,2/04/2020,Tierra del Fuego,1262,24
127205,3/04/2020,Tierra del Fuego,1354,1
127205,4/04/2020,Tierra del Fuego,1451,8
127205,5/04/2020,Tierra del Fuego,1555,3
127205,6/04/2020,Tierra del Fuego,1623,2
127205,7/04/2020,Tierra del Fuego,1715,2
127205,8/04/2020,Tierra del Fuego,1796,2
127205,10/04/2020,Tierra del Fuego,1975,2
127205,11/04/2020,Tierra del Fuego,2136,3
127205,11/04/2020,Tierra del Fuego,2141,5
127205,12/04/2020,Tierra del Fuego,2209,4
127205,13/04/2020,Tierra del Fuego,2278,4
127205,14/04/2020,Tierra del Fuego,2437,2
127205,14/04/2020,Tierra del Fuego,2443,6
127205,15/04/2020,Tierra del Fuego,2571,3
127205,16/04/2020,Tierra del Fuego,2670,7
127205,17/04/2020,Tierra del Fuego,2759,2
127205,19/04/2020,Tierra del Fuego,2941,4
127205,21/04/2020,Tierra del Fuego,3144,1
127205,23/04/2020,Tierra del Fuego,3434,1
127205,24/04/2020,Tierra del Fuego,3607,1
127205,25/04/2020,Tierra del Fuego,3780,4
127205,26/04/2020,Tierra del Fuego,3888,0
127205,27/04/2020,Tierra del Fuego,4003,1
127205,28/04/2020,Tierra del Fuego,4126,6
127205,30/04/2020,Tierra del Fuego,4425,2
127205,1/05/2020,Tierra del Fuego,4531,1
127205,2/05/2020,Tierra del Fuego,4678,3
127205,3/05/2020,Tierra del Fuego,4780,2
127205,9/05/2020,Tierra del Fuego,5776,1
127205,10/05/2020,Tierra del Fuego,6034,2
127205,27/05/2020,Tierra del Fuego,13932,1
127205,28/05/2020,Tierra del Fuego,14701,0
127205,29/05/2020,Tierra del Fuego,15419,0
127205,30/05/2020,Tierra del Fuego,16213,0
127205,31/05/2020,Tierra del Fuego,16851,0
127205,1/06/2020,Tierra del Fuego,17415,0
127205,2/06/2020,Tierra del Fuego,18319,0
127205,3/06/2020,Tierra del Fuego,19268,0
127205,4/06/2020,Tierra del Fuego,20197,0
127205,5/06/2020,Tierra del Fuego,21037,0
127205,6/06/2020,Tierra del Fuego,22020,0
127205,7/06/2020,Tierra del Fuego,22794,0
127205,8/06/2020,Tierra del Fuego,23621,0
127205,9/06/2020,Tierra del Fuego,24763,0
127205,10/06/2020,Tierra del Fuego,25988,0
127205,11/06/2020,Tierra del Fuego,27374,0
127205,12/06/2020,Tierra del Fuego,28764,0
127205,13/06/2020,Tierra del Fuego,30294,0
127205,14/06/2020,Tierra del Fuego,31571,0
127205,15/06/2020,Tierra del Fuego,32785,0
127205,16/06/2020,Tierra del Fuego,34159,0
127205,17/06/2020,Tierra del Fuego,35551,0
127205,18/06/2020,Tierra del Fuego,37509,0
127205,19/06/2020,Tierra del Fuego,39570,0
127205,20/06/2020,Tierra del Fuego,41204,0
127205,21/06/2020,Tierra del Fuego,42785,0
127205,22/06/2020,Tierra del Fuego,44930,0
127205,23/06/2020,Tierra del Fuego,47216,0
127205,24/06/2020,Tierra del Fuego,49841,0
127205,25/06/2020,Tierra del Fuego,52456,0
127205,26/06/2020,Tierra del Fuego,55342,0
127205,27/06/2020,Tierra del Fuego,57743,0
127205,28/06/2020,Tierra del Fuego,59933,0
127205,29/06/2020,Tierra del Fuego,62268,0
127205,30/06/2020,Tierra del Fuego,64530,0
127205,1/07/2020,Tierra del Fuego,67190,0
127205,2/07/2020,Tierra del Fuego,69941,0
127205,3/07/2020,Tierra del Fuego,72784,0
127205,4/07/2020,Tierra del Fuego,75375,4
127205,5/07/2020,Tierra del Fuego,77812,0
127205,6/07/2020,Tierra del Fuego,80447,0
127205,7/07/2020,Tierra del Fuego,83426,0
127205,8/07/2020,Tierra del Fuego,87029,0
127205,9/07/2020,Tierra del Fuego,90692,1
127205,10/07/2020,Tierra del Fuego,94058,0
